id,year,coh,ndrod,duy,yduy,duc,yduc,nmissd,uy,uc
422,1979,0,0,.0917369,1,-.8742663,1,3,.7357459,-.0652462
422,1980,0,0,-.4878088,1,.4474475,1,3,.2479372,.3822013
422,1981,0,0,-.0056351,1,.645258,1,3,.2423021,1.027459
422,1982,0,0,-.5686681,1,-.8011391,1,3,-.326366,.2263202
422,1983,0,0,.5468982,1,.4086429,1,3,.2205323,.6349631
422,1984,0,0,-.0669117,1,.0884412,1,3,.1536206,.7234043
422,1985,0,0,.0682698,1,-.2264352,1,3,.2218904,.496969
422,1986,0,0,.181521,1,.2877104,1,3,.4034114,.7846795
422,1987,0,1,.152777,1,0,0,3,.5561884,
422,1988,0,1,-.5371646,1,0,0,3,.0190238,
422,1989,0,1,.1285891,1,0,0,3,.1476129,.5817709
422,1990,0,0,.0564987,1,-.2502047,1,3,.2041115,.3315662
422,1991,0,0,-.0659394,1,.1492011,1,3,.1381721,.4807673
422,1992,0,0,.0966154,1,.0157814,1,3,.2347875,.4965487
423,1979,0,0,0,0,0,0,3,,
423,1980,0,0,0,0,0,0,3,,
423,1981,0,0,0,0,0,0,3,,
423,1982,0,0,0,0,0,0,3,,
423,1983,0,0,0,0,0,0,3,,
423,1984,0,0,0,0,0,0,3,,
423,1985,0,0,0,0,0,0,3,,
423,1986,0,0,0,0,0,0,3,,
423,1987,0,1,0,0,0,0,3,-.2972499,
423,1988,0,1,-.0831445,1,0,0,3,-.3803944,
423,1989,0,1,-.1479263,1,0,0,3,-.5283207,-.2584834
423,1990,0,0,.3823457,1,.3500216,1,3,-.1459751,.0915383
423,1991,0,0,.3653322,1,.2970871,1,3,.2193571,.3886254
423,1992,0,0,-.196752,1,-.1269725,1,3,.0226052,.2616529
424,1979,0,0,0,0,0,0,3,,
424,1980,0,0,0,0,0,0,3,,
424,1981,0,0,0,0,0,0,3,,
424,1982,0,0,0,0,0,0,3,,
424,1983,0,0,0,0,0,0,3,,
424,1984,0,0,0,0,0,0,3,,
424,1985,0,0,0,0,0,0,3,,
424,1986,0,0,0,0,0,0,3,,
424,1987,0,1,0,0,0,0,3,-.0587031,
424,1988,0,1,-.1583483,1,0,0,3,-.2170514,
424,1989,0,1,.2047172,1,0,0,3,-.0123342,-.2267612
424,1990,0,0,-.0162594,1,-.3300225,1,3,-.0285936,-.5567836
424,1991,0,0,.1970027,1,.3213486,1,3,.1684091,-.235435
424,1992,0,0,-.1181129,1,.1795838,1,3,.0502962,-.0558513
425,1979,0,0,0,0,0,0,3,.1786186,-.6131168
425,1980,0,0,-.1708968,1,.2750614,1,3,.0077218,-.3380554
425,1981,0,0,-.0975968,1,.2325411,1,3,-.089875,-.1055143
425,1982,0,0,.1500379,1,.0938982,1,3,.0601629,-.0116161
425,1983,0,0,-.0755605,1,.5451537,1,3,-.0153976,.5335377
425,1984,0,0,.0355716,1,-.5623654,1,3,.020174,-.0288277
425,1985,0,0,-.0635286,1,-.2764817,1,3,-.0433546,-.3053094
425,1986,0,0,-.0315001,1,.708227,1,3,-.0748547,.4029176
425,1987,0,1,-.0889623,1,0,0,3,-.163817,
425,1988,0,1,.0974998,1,0,0,3,-.0663172,
425,1989,0,1,.3884369,1,0,0,3,.3221197,.4793516
425,1990,0,0,-.0554236,1,-.0920714,1,3,.266696,.3872802
425,1991,0,0,.0274425,1,-.605365,1,3,.2941385,-.2180848
425,1992,0,0,-.1321534,1,-.0342841,1,3,.1619851,-.252369
426,1979,0,0,.0644405,1,.3572519,1,3,.6607088,.8505859
426,1980,0,0,-.0240206,1,-.4526251,1,3,.6366882,.3979608
426,1981,0,0,-.0473485,1,-.3209067,1,3,.5893397,.0770541
426,1982,0,0,.0601436,1,.6555643,1,3,.6494833,.7326184
426,1983,0,0,-.1935143,1,-.59461,1,3,.4559691,.1380084
426,1984,0,0,.1863799,1,.156094,1,3,.6423489,.2941024
426,1985,0,0,.0067191,1,-.0120063,1,3,.649068,.2820961
426,1986,0,0,-.4565722,1,-.2507313,1,3,.1924958,.0313647
426,1987,0,1,.1894757,1,0,0,3,.3819715,
426,1988,0,1,.0627274,1,0,0,3,.4446989,
426,1989,0,1,.0515319,1,0,0,3,.4962309,.0341897
426,1990,0,0,.029718,1,-.1168342,1,3,.5259489,-.0826445
426,1991,0,0,-.1186174,1,-.9731508,1,3,.4073315,-1.055795
426,1992,0,0,-.2037093,1,.1707402,1,3,.2036222,-.8850551
427,1979,0,0,0,0,0,0,3,,
427,1980,0,0,0,0,0,0,3,,
427,1981,0,0,0,0,0,0,3,,
427,1982,0,0,0,0,0,0,3,,
427,1983,0,0,0,0,0,0,3,,
427,1984,0,0,0,0,0,0,3,.1457224,.3358497
427,1985,0,0,-.204395,1,-.0843319,1,3,-.0586727,.2515178
427,1986,0,0,.2483819,1,.3480785,1,3,.1897093,.5995963
427,1987,0,1,-.404801,1,0,0,3,-.2150918,
427,1988,0,1,.5241602,1,0,0,3,.3090684,
427,1989,0,1,.0223896,1,0,0,3,.331458,.3183985
427,1990,0,0,.0186506,1,-.0583446,1,3,.3501086,.2600539
427,1991,0,0,-.0016557,1,-.1490188,1,3,.348453,.1110351
427,1992,0,0,.0083326,1,-.2285339,1,3,.3567855,-.1174988
428,1979,0,0,0,0,0,0,3,,
428,1980,0,0,0,0,0,0,3,,
428,1981,0,0,0,0,0,0,3,,
428,1982,0,0,0,0,0,0,3,,
428,1983,0,0,0,0,0,0,3,,
428,1984,0,0,0,0,0,0,3,,
428,1985,0,0,0,0,0,0,3,,
428,1986,0,0,0,0,0,0,3,,
428,1987,0,1,0,0,0,0,3,-.3087109,
428,1988,0,1,.1698612,1,0,0,3,-.1388497,
428,1989,0,1,.1393173,1,0,0,3,.0004677,-.5745211
428,1990,0,0,-.0904707,1,.4913952,1,3,-.0900031,-.0831259
428,1991,0,0,-.2742794,1,.1122317,1,3,-.3642825,.0291058
428,1992,0,0,-.0639457,1,.1116837,1,3,-.4282282,.1407895
429,1979,0,0,.1296147,1,-.3134909,1,3,.1023191,.0101921
429,1980,0,0,-.1078972,1,.3551222,1,3,-.0055781,.3653143
429,1981,0,0,.1338691,1,.1184479,1,3,.128291,.4837623
429,1982,0,0,-.070214,1,-.2670129,1,3,.058077,.2167494
429,1983,0,0,.1987851,1,-.1031654,1,3,.256862,.1135839
429,1984,0,0,.0086792,1,.0834691,1,3,.2655412,.197053
429,1985,0,0,-.0778343,1,.3227184,1,3,.1877069,.5197714
429,1986,0,0,.0755671,1,-.2719802,1,3,.2632741,.2477912
429,1987,0,1,-.0165396,1,0,0,3,.2467345,
429,1988,0,1,.3756877,1,0,0,3,.6224222,
429,1989,0,1,-1.28741,1,0,0,3,-.6649873,.1573243
429,1990,0,0,.2321214,1,-.0602751,1,3,-.4328659,.0970492
429,1991,0,0,-.2567185,1,-.0632097,1,3,-.6895844,.0338395
429,1992,0,0,-.0699918,1,-.0119981,1,3,-.7595763,.0218414
430,1979,0,0,-.0006925,1,1.105885,1,3,-.1740049,.6424558
430,1980,0,0,-.0410387,1,-.7138209,1,3,-.2150435,-.0713651
430,1981,0,0,-.0471324,1,-.1801232,1,3,-.2621759,-.2514883
430,1982,0,0,-.0259211,1,.1472154,1,3,-.288097,-.1042729
430,1983,0,0,.2452747,1,-.1137008,1,3,-.0428223,-.2179738
430,1984,0,0,.046989,1,-.1378768,1,3,.0041668,-.3558505
430,1985,0,0,.1975752,1,.6608648,1,3,.2017419,.3050143
430,1986,0,0,-.3453653,1,.0767287,1,3,-.1436234,.381743
430,1987,0,1,-.25894,1,0,0,3,-.4025634,
430,1988,0,1,-.0262793,1,0,0,3,-.4288427,
430,1989,0,1,0,0,0,0,3,,
430,1990,0,0,0,0,0,0,3,,
430,1991,0,0,0,0,0,0,3,,
430,1992,0,0,0,0,0,0,3,,
431,1979,0,0,-1.228495,1,-.1171868,1,3,-.4143222,.4473466
431,1980,0,0,.4443254,1,.1508891,1,3,.0300032,.5982357
431,1981,0,0,-.1284095,1,-.5255919,1,3,-.0984062,.0726438
431,1982,0,0,-.2332124,1,.1627554,1,3,-.3316187,.2353991
431,1983,0,0,.1012616,1,.2430875,1,3,-.230357,.4784867
431,1984,0,0,.1162543,1,-.1198024,1,3,-.1141027,.3586843
431,1985,0,0,-.3087554,1,-.0628577,1,3,-.4228581,.2958266
431,1986,0,0,0,0,0,0,3,,
431,1987,0,1,0,0,0,0,3,,
431,1988,0,1,0,0,0,0,3,,
431,1989,0,1,0,0,0,0,3,,
431,1990,0,0,0,0,0,0,3,,
431,1991,0,0,0,0,0,0,3,,
431,1992,0,0,0,0,0,0,3,,
432,1979,0,0,0,0,0,0,3,,
432,1980,0,0,0,0,0,0,3,.7057416,.4657141
432,1981,0,0,.0722419,1,.2541595,1,3,.7779835,.7198735
432,1982,0,0,-.3024287,1,-.1216191,1,3,.4755548,.5982544
432,1983,0,0,.1499495,1,.0503741,1,3,.6255043,.6486285
432,1984,0,0,-.1127967,1,.0046098,1,3,.5127075,.6532384
432,1985,0,0,-.0977906,1,-.2555015,1,3,.4149169,.3977369
432,1986,0,0,0,0,0,0,3,,
432,1987,0,1,0,0,0,0,3,,
432,1988,0,1,0,0,0,0,3,,
432,1989,0,1,0,0,0,0,3,,
432,1990,0,0,0,0,0,0,3,,
432,1991,0,0,0,0,0,0,3,,
432,1992,0,0,0,0,0,0,3,,
433,1979,0,0,0,0,0,0,3,,
433,1980,0,0,0,0,0,0,3,,
433,1981,0,0,0,0,0,0,3,,
433,1982,0,0,0,0,0,0,3,,
433,1983,0,0,0,0,0,0,3,,
433,1984,0,0,0,0,0,0,3,,
433,1985,0,0,0,0,0,0,3,,
433,1986,0,0,0,0,0,0,3,,
433,1987,0,1,0,0,0,0,3,,
433,1988,0,1,0,0,0,0,3,,
433,1989,0,1,0,0,0,0,3,.8810487,.3025828
433,1990,0,0,-.2101649,1,.0676859,1,3,.6708838,.3702687
433,1991,0,0,-.3871183,1,-.0872168,1,3,.2837656,.2830519
433,1992,0,0,-1.079058,1,-.1427594,1,3,-.7952928,.1402925
434,1979,0,0,.1108868,1,-.6110216,1,3,.0210616,-.389501
434,1980,0,0,-.0862607,1,.4068093,1,3,-.0651991,.0173083
434,1981,0,0,-.0264486,1,-.1027925,1,3,-.0916477,-.0854842
434,1982,0,0,.3525657,1,-.2576377,1,3,.260918,-.3431218
434,1983,0,0,-.091641,1,.3517993,1,3,.1692771,.0086775
434,1984,0,0,-.0959635,1,.0645417,1,3,.0733136,.0732192
434,1985,0,0,-.0408836,1,.25435,1,3,.03243,.3275692
434,1986,0,0,.2365195,1,-.2090263,1,3,.2689494,.1185429
434,1987,0,1,-.3895267,1,0,0,3,-.1205773,
434,1988,0,1,.1950711,1,0,0,3,.0744938,
434,1989,0,1,.6485723,1,0,0,3,.7230661,.0477313
434,1990,0,0,-.2297017,1,-.2745714,1,3,.4933644,-.2268402
434,1991,0,0,-.3623943,1,.0090805,1,3,.1309701,-.2177596
434,1992,0,0,-.2752157,1,-.0274523,1,3,-.1442457,-.245212
435,1979,0,0,0,0,0,0,3,-.1430911,-.2955041
435,1980,0,0,-.0128804,1,.1669769,1,3,-.1559715,-.1285271
435,1981,0,0,-.1685741,1,-.0334674,1,3,-.3245456,-.1619945
435,1982,0,0,-.1885394,1,-.1415993,1,3,-.513085,-.3035939
435,1983,0,0,.455896,1,.0742462,1,3,-.057189,-.2293477
435,1984,0,0,-.2175616,1,.3161023,1,3,-.2747506,.0867546
435,1985,0,0,-.2062787,1,.2037184,1,3,-.4810293,.290473
435,1986,0,0,.3524117,1,-.3879499,1,3,-.1286176,-.0974769
435,1987,0,1,-.0584817,1,0,0,3,-.1870993,
435,1988,0,1,.1462251,1,0,0,3,-.0408742,
435,1989,0,1,-.0331225,1,0,0,3,-.0739967,.2492168
435,1990,0,0,-.0211097,1,-.2434194,1,3,-.0951064,.0057973
435,1991,0,0,-.0448004,1,-.0671604,1,3,-.1399068,-.061363
435,1992,0,0,-.0066701,1,-.2156238,1,3,-.1465769,-.2769868
436,1979,0,0,-.6502769,1,.4176201,1,3,-.9714648,.3047988
436,1980,0,0,.6553928,1,-.1762843,1,3,-.316072,.1285145
436,1981,0,0,-.0303542,1,-.0428423,1,3,-.3464262,.0856721
436,1982,0,0,.0643956,1,.3065401,1,3,-.2820306,.3922122
436,1983,0,0,-.008687,1,-.0569109,1,3,-.2907176,.3353013
436,1984,0,0,.1694659,1,-.1172464,1,3,-.1212517,.2180549
436,1985,0,0,.2235125,1,.0580591,1,3,.1022608,.276114
436,1986,0,0,-.3805652,1,-.0591206,1,3,-.2783043,.2169934
436,1987,0,1,.6245459,1,0,0,3,.3462416,
436,1988,0,1,-.2842121,1,0,0,3,.0620294,
436,1989,0,1,.0317073,1,0,0,3,.0937368,.0717549
436,1990,0,0,-.0101829,1,.0115651,1,3,.0835539,.08332
436,1991,0,0,-.0206065,1,-.0485051,1,3,.0629474,.0348149
436,1992,0,0,-.1049175,1,-.0083639,1,3,-.04197,.026451
437,1979,0,0,0,0,0,0,3,,
437,1980,0,0,0,0,0,0,3,,
437,1981,0,0,0,0,0,0,3,-.2287406,.3347738
437,1982,0,0,.2180592,1,-.2050407,1,3,-.0106814,.1297331
437,1983,0,0,-.1729682,1,-.1640956,1,3,-.1836496,-.0343625
437,1984,0,0,.793138,1,.8611529,1,3,.6094884,.8267905
437,1985,0,0,-.4988458,1,-.6914792,1,3,.1106426,.1353113
437,1986,0,0,-.1653359,1,-.3245589,1,3,-.0546933,-.1892477
437,1987,0,1,-.3234972,1,0,0,3,-.3781905,
437,1988,0,1,.1116623,1,0,0,3,-.2665282,
437,1989,0,1,.48685,1,0,0,3,.2203218,-.1628967
437,1990,0,0,0,0,0,0,3,,
437,1991,0,0,0,0,0,0,3,,
437,1992,0,0,0,0,0,0,3,,
438,1979,0,0,.0776761,1,-.1195675,1,3,-.3620647,.3900479
438,1980,0,0,.3826372,1,-.0396077,1,3,.0205725,.3504401
438,1981,0,0,.1864193,1,.178728,1,3,.2069918,.5291681
438,1982,0,0,-.3979943,1,-.2074792,1,3,-.1910026,.3216889
438,1983,0,0,.2408302,1,.5084699,1,3,.0498276,.8301588
438,1984,0,0,-.2652076,1,-.598507,1,3,-.21538,.2316517
438,1985,0,0,.3886122,1,.0512348,1,3,.1732322,.2828866
438,1986,0,0,-.7756249,1,-.1164111,1,3,-.6023927,.1664754
438,1987,0,1,-.4654856,1,0,0,3,-1.067878,
438,1988,0,1,1.028474,1,0,0,3,-.0394043,
438,1989,0,1,-.4110155,1,0,0,3,-.4504198,.2578654
438,1990,0,0,-.3946835,1,-.5064788,1,3,-.8451033,-.2486134
438,1991,0,0,.6517581,1,-.3802569,1,3,-.1933452,-.6288702
438,1992,0,0,.1483763,1,.4444582,1,3,-.0449689,-.1844121
439,1979,0,0,0,0,0,0,3,,
439,1980,0,0,0,0,0,0,3,,
439,1981,0,0,0,0,0,0,3,,
439,1982,0,0,0,0,0,0,3,,
439,1983,0,0,0,0,0,0,3,,
439,1984,0,0,0,0,0,0,3,,
439,1985,0,0,0,0,0,0,3,,
439,1986,0,0,0,0,0,0,3,,
439,1987,0,1,0,0,0,0,3,,
439,1988,0,1,0,0,0,0,3,,
439,1989,0,1,0,0,0,0,3,,
439,1990,0,0,0,0,0,0,3,,
439,1991,0,0,0,0,0,0,3,,
439,1992,0,0,0,0,0,0,3,,
440,1979,0,0,0,0,.0998212,1,3,.7818862,.9334193
440,1980,0,0,.2868726,1,-.255645,1,3,1.068759,.6777744
440,1981,0,0,-.7303373,1,-.2215266,1,3,.3384216,.4562478
440,1982,0,0,.4176753,1,.5159979,1,3,.7560969,.9722457
440,1983,0,0,.1141046,1,-.1442302,1,3,.8702015,.8280154
440,1984,0,0,.2817786,1,-.1582227,1,3,1.15198,.6697928
440,1985,0,0,0,0,-.0840845,1,3,,.5857083
440,1986,0,0,0,0,.1004331,1,3,1.596168,.6861414
440,1987,0,1,1.24652,1,0,0,3,2.842688,
440,1988,0,1,-.3126636,1,0,0,3,2.530024,
440,1989,0,1,-.5682478,1,0,0,3,1.961776,.5433586
440,1990,0,0,-1.323808,1,-.0164725,1,3,.637968,.5268861
440,1991,0,0,-.4609329,1,.0936897,1,3,.1770352,.6205758
440,1992,0,0,-.8890992,1,.1651336,1,3,-.7120641,.7857094
441,1979,0,0,.7648134,1,-.247152,1,3,.5071629,-.1365985
441,1980,0,0,-1.192488,1,.1562223,1,3,-.6853247,.0196238
441,1981,0,0,.4621277,1,-.5218703,1,3,-.2231971,-.5022465
441,1982,0,0,-.0755076,1,.6356989,1,3,-.2987047,.1334524
441,1983,0,0,-.1999443,1,.1023562,1,3,-.4986489,.2358086
441,1984,0,0,.9180831,1,.0200304,1,3,.4194342,.255839
441,1985,0,0,-.5010484,1,.2296798,1,3,-.0816142,.4855188
441,1986,0,0,0,0,0,0,3,,
441,1987,0,1,0,0,0,0,3,,
441,1988,0,1,0,0,0,0,3,,
441,1989,0,1,0,0,0,0,3,,
441,1990,0,0,0,0,0,0,3,,
441,1991,0,0,0,0,0,0,3,,
441,1992,0,0,0,0,0,0,3,,
442,1979,0,0,0,0,0,0,3,-.3912697,-.0694774
442,1980,0,0,.0050524,1,.1067071,1,3,-.3862173,.0372297
442,1981,0,0,-.0320785,1,.0140505,1,3,-.4182957,.0512802
442,1982,0,0,-.1011152,1,.2159006,1,3,-.519411,.2671808
442,1983,0,0,.2172125,1,.0514176,1,3,-.3021985,.3185984
442,1984,0,0,-.0146471,1,-.1521786,1,3,-.3168456,.1664198
442,1985,0,0,-.2235157,1,-.0593562,1,3,-.5403613,.1070636
442,1986,0,0,.0115612,1,-.3715288,1,3,-.5288001,-.2644652
442,1987,0,1,-.1593377,1,0,0,3,-.6881378,
442,1988,0,1,.2272781,1,0,0,3,-.4608597,
442,1989,0,1,-.2497092,1,0,0,3,-.710569,-.153604
442,1990,0,0,.1180723,1,.4159473,1,3,-.5924966,.2623433
442,1991,0,0,.0091876,1,-.9382569,1,3,-.5833091,-.6759136
442,1992,0,0,-.2561336,1,.3414066,1,3,-.8394427,-.3345069
443,1979,0,0,.0811379,1,.4452058,1,3,.2882294,.4458497
443,1980,0,0,.2270254,1,-.02234,1,3,.5152549,.4235097
443,1981,0,0,-.1597273,1,-.07928,1,3,.3555275,.3442296
443,1982,0,0,-.2367584,1,.081009,1,3,.1187692,.4252386
443,1983,0,0,-.1031734,1,-.4410249,1,3,.0155958,-.0157863
443,1984,0,0,.3007024,1,.4052376,1,3,.3162982,.3894513
443,1985,0,0,-.1194729,1,-.2600178,1,3,.1968253,.1294335
443,1986,0,0,.3256937,1,.1324111,1,3,.522519,.2618445
443,1987,0,1,.1915147,1,0,0,3,.7140337,
443,1988,0,1,-.0514586,1,0,0,3,.6625751,
443,1989,0,1,.0330728,1,0,0,3,.695648,.172954
443,1990,0,0,.166557,1,.4302103,1,3,.8622049,.6031643
443,1991,0,0,-.1904992,1,-.3875118,1,3,.6717057,.2156526
443,1992,0,0,.4045316,1,.2117594,1,3,1.076237,.427412
444,1979,0,0,-.1954536,1,-.0161873,1,3,-.074217,-.4021099
444,1980,0,0,.0888008,1,.4743842,1,3,.0145838,.0722743
444,1981,0,0,-.0269817,1,-.1393782,1,3,-.0123979,-.0671038
444,1982,0,0,.0615538,1,.1781407,1,3,.0491559,.1110369
444,1983,0,0,-.1015264,1,-.3162002,1,3,-.0523705,-.2051633
444,1984,0,0,.0236033,1,.1700381,1,3,-.0287673,-.0351252
444,1985,0,0,.1205416,1,.4681161,1,3,.0917743,.4329909
444,1986,0,0,-.0326815,1,-.6112628,1,3,.0590928,-.1782719
444,1987,0,1,.0508268,1,0,0,3,.1099196,
444,1988,0,1,-.0560398,1,0,0,3,.0538798,
444,1989,0,1,-.1905969,1,0,0,3,-.1367171,-.1922252
444,1990,0,0,.1756673,1,-.1728253,1,3,.0389502,-.3650505
444,1991,0,0,-.1049002,1,.0272412,1,3,-.0659501,-.3378093
444,1992,0,0,.122247,1,.1875211,1,3,.0562969,-.1502881
445,1979,0,0,0,0,0,0,3,,
445,1980,0,0,0,0,0,0,3,,
445,1981,0,0,0,0,0,0,3,,
445,1982,0,0,0,0,0,0,3,,
445,1983,0,0,0,0,0,0,3,,
445,1984,0,0,0,0,0,0,3,,
445,1985,0,0,0,0,0,0,3,,
445,1986,0,0,0,0,0,0,3,,
445,1987,0,1,0,0,0,0,3,,
445,1988,0,1,0,0,0,0,3,-.1945928,
445,1989,0,1,-.0373869,1,0,0,3,-.2319797,.1727894
445,1990,0,0,.3532668,1,.3773064,1,3,.1212871,.5500959
445,1991,0,0,-.1987987,1,-.4616487,1,3,-.0775116,.0884471
445,1992,0,0,-.0668705,1,.1173269,1,3,-.1443821,.205774
446,1979,0,0,0,0,0,0,3,,
446,1980,0,0,0,0,0,0,3,,
446,1981,0,0,0,0,0,0,3,,
446,1982,0,0,0,0,0,0,3,,
446,1983,0,0,0,0,0,0,3,,
446,1984,0,0,0,0,0,0,3,1.080864,-.5930635
446,1985,0,0,-.6298753,1,.8560451,1,3,.4509887,.2629816
446,1986,0,0,-.0218244,1,-.3329023,1,3,.4291642,-.0699206
446,1987,0,1,.0810651,1,0,0,3,.5102293,
446,1988,0,1,-.0108248,1,0,0,3,.4994045,
446,1989,0,1,-.1007174,1,0,0,3,.3986872,-.2329894
446,1990,0,0,-.6111752,1,.2717903,1,3,-.212488,.0388009
446,1991,0,0,.6738324,1,.3637409,1,3,.4613444,.4025418
446,1992,0,0,.2769424,1,-.3370587,1,3,.7382867,.0654831
447,1979,0,0,-.01457,1,.1171294,1,3,-.0119606,.2669518
447,1980,0,0,.0159463,1,-.3431222,1,3,.0039857,-.0761704
447,1981,0,0,.0466775,1,.4812541,1,3,.0506632,.4050837
447,1982,0,0,.1658384,1,-.527059,1,3,.2165016,-.1219753
447,1983,0,0,-.3227706,1,.3715417,1,3,-.106269,.2495665
447,1984,0,0,.3520353,1,.3685498,1,3,.2457663,.6181163
447,1985,0,0,.0085287,1,-.2295834,1,3,.254295,.3885328
447,1986,0,0,-.1185564,1,-.2642429,1,3,.1357386,.12429
447,1987,0,1,-.266577,1,0,0,3,-.1308384,
447,1988,0,1,-.0148572,1,0,0,3,-.1456956,
447,1989,0,1,0,0,0,0,3,,
447,1990,0,0,0,0,0,0,3,,
447,1991,0,0,0,0,0,0,3,,
447,1992,0,0,0,0,0,0,3,,
448,1979,0,0,0,0,0,0,3,,
448,1980,0,0,0,0,0,0,3,.1920346,.5003485
448,1981,0,0,-.0762452,1,.132956,1,3,.1157895,.6333045
448,1982,0,0,-.0620064,1,-.2812707,1,3,.053783,.3520338
448,1983,0,0,.1204308,1,-.184244,1,3,.1742138,.1677898
448,1984,0,0,0,0,0,0,3,,
448,1985,0,0,0,0,0,0,3,,
448,1986,0,0,0,0,0,0,3,,
448,1987,0,1,0,0,0,0,3,,
448,1988,0,1,0,0,0,0,3,,
448,1989,0,1,0,0,0,0,3,,
448,1990,0,0,0,0,0,0,3,,
448,1991,0,0,0,0,0,0,3,,
448,1992,0,0,0,0,0,0,3,,
449,1979,0,0,0,0,0,0,3,,
449,1980,0,0,0,0,0,0,3,,
449,1981,0,0,0,0,0,0,3,,
449,1982,0,0,0,0,0,0,3,,
449,1983,0,0,0,0,0,0,3,,
449,1984,0,0,0,0,0,0,3,,
449,1985,0,0,0,0,0,0,3,.2189004,.583055
449,1986,0,0,.0930841,1,-.3386261,1,3,.3119846,.2444289
449,1987,0,1,-.1249844,1,0,0,3,.1870002,
449,1988,0,1,.3329448,1,0,0,3,.519945,
449,1989,0,1,-.0133827,1,0,0,3,.5065622,.3804398
449,1990,0,0,.0469404,1,.1581757,1,3,.5535026,.5386155
449,1991,0,0,-.0944289,1,-.6877142,1,3,.4590738,-.1490986
449,1992,0,0,-.0243663,1,.7211674,1,3,.4347075,.5720688
450,1979,0,0,0,0,0,0,3,,
450,1980,0,0,0,0,0,0,3,,
450,1981,0,0,0,0,0,0,3,,
450,1982,0,0,0,0,0,0,3,,
450,1983,0,0,0,0,0,0,3,,
450,1984,0,0,0,0,0,0,3,,
450,1985,0,0,0,0,0,0,3,,
450,1986,0,0,0,0,0,0,3,,
450,1987,0,1,0,0,0,0,3,,
450,1988,0,1,0,0,0,0,3,,
450,1989,0,1,0,0,0,0,3,-.0002029,.3811101
450,1990,0,0,-.140739,1,-.1574874,1,3,-.1409419,.2236228
450,1991,0,0,0,0,0,0,3,,
450,1992,0,0,0,0,0,0,3,,
451,1979,0,0,.1778172,1,-.7046311,1,3,.0344307,-.177964
451,1980,0,0,-.407086,1,.6440508,1,3,-.3726553,.4660868
451,1981,0,0,0,0,0,0,3,,
451,1982,0,0,0,0,0,0,3,,
451,1983,0,0,0,0,0,0,3,,
451,1984,0,0,0,0,0,0,3,,
451,1985,0,0,0,0,0,0,3,,
451,1986,0,0,0,0,0,0,3,,
451,1987,0,1,0,0,0,0,3,,
451,1988,0,1,0,0,0,0,3,,
451,1989,0,1,0,0,0,0,3,,
451,1990,0,0,0,0,0,0,3,,
451,1991,0,0,0,0,0,0,3,,
451,1992,0,0,0,0,0,0,3,,
452,1979,0,0,-.0818555,1,-.0944728,1,3,.0124852,-.228041
452,1980,0,0,.1047553,1,-.0422933,1,3,.1172405,-.2703342
452,1981,0,0,-.15746,1,-.0382831,1,3,-.0402194,-.3086174
452,1982,0,0,.1802544,1,.0256967,1,3,.140035,-.2829207
452,1983,0,0,.0048222,1,-.0934209,1,3,.1448572,-.3763416
452,1984,0,0,.0175708,1,.1891544,1,3,.162428,-.1871872
452,1985,0,0,.3878658,1,.3830363,1,3,.5502939,.1958491
452,1986,0,0,1.090591,1,-.3118289,1,3,1.640885,-.1159798
452,1987,0,1,-2.313728,1,0,0,3,-.6728429,
452,1988,0,1,.2212249,1,0,0,3,-.451618,
452,1989,0,1,-.1111085,1,0,0,3,-.5627264,.1529796
452,1990,0,0,.9928502,1,-.0132253,1,3,.4301238,.1397543
452,1991,0,0,0,0,0,0,3,,
452,1992,0,0,0,0,0,0,3,,
453,1979,0,0,.462333,1,.1914756,1,3,-.2605062,.1943311
453,1980,0,0,-.0424929,1,-.2429999,1,3,-.302999,-.0486688
453,1981,0,0,.1241277,1,.0704295,1,3,-.1788714,.0217607
453,1982,0,0,-.056426,1,-.1508528,1,3,-.2352974,-.1290921
453,1983,0,0,-.0323109,1,-.0172102,1,3,-.2676083,-.1463024
453,1984,0,0,-.1984019,1,-.284211,1,3,-.4660103,-.4305134
453,1985,0,0,-.2394471,1,.3816575,1,3,-.7054574,-.0488559
453,1986,0,0,.1021949,1,-.0842136,1,3,-.6032625,-.1330695
453,1987,0,1,-.0165057,1,0,0,3,-.6197682,
453,1988,0,1,.0002339,1,0,0,3,-.6195343,
453,1989,0,1,-.0659602,1,0,0,3,-.6854944,-.0719231
453,1990,0,0,-.0217962,1,-.0410584,1,3,-.7072906,-.1129815
453,1991,0,0,.0128998,1,.2035237,1,3,-.6943909,.0905422
453,1992,0,0,.0878154,1,-.3873791,1,3,-.6065755,-.296837
454,1979,0,0,-.7609985,1,.1987363,1,3,-.9534027,.5607719
454,1980,0,0,1.172903,1,-.1337066,1,3,.2195002,.4270654
454,1981,0,0,-.44159,1,-.3614911,1,3,-.2220897,.0655743
454,1982,0,0,.0983867,1,.5797644,1,3,-.1237031,.6453387
454,1983,0,0,.4122573,1,-.6091948,1,3,.2885543,.036144
454,1984,0,0,.0705485,1,.4565917,1,3,.3591027,.4927357
454,1985,0,0,-.2636192,1,-.245935,1,3,.0954836,.2468006
454,1986,0,0,-.017092,1,.206858,1,3,.0783916,.4536586
454,1987,0,1,-.1584854,1,0,0,3,-.0800938,
454,1988,0,1,.3003736,1,0,0,3,.2202798,
454,1989,0,1,-.9406408,1,0,0,3,-.720361,.5628144
